	title	text
788	metamorphoses	 First ‘Black-foot’, Melampus, and keen-scented Ichnobates, ‘Tracker’, signal him with baying, Ichnobates out of Crete, Melampus, Sparta
789	metamorphoses	 Then others rush at him swift as the wind, ‘Greedy’, Pamphagus, Dorceus, ‘Gazelle’, Oribasos, ‘Mountaineer’, all out of Arcady: powerful ‘Deerslayer’, Nebrophonos, savage Theron, ‘Whirlwind’, and Laelape, ‘Hunter’
790	metamorphoses	Then swift-footed Pterelas, ‘Wings’, and trail-scenting Agre, ‘Chaser’, fierce Hylaeus, ‘Woody’, lately gored by a boar, the wolf-born Nape, ‘Valley’, Poemenis, the trusty ‘Shepherd’, and Harpyia, ‘Snatcher’, with her two pups
791	metamorphoses	 There is thin-flanked Sicyonian Ladon, ‘Catcher’, Dromas, ‘Runner’, ‘Grinder’, Canache, Sticte ‘Spot’, Tigris ‘Tigress’, Alce, ‘Strong’, and white-haired Leucon, ‘Whitey’, and black-haired Asbolus, ‘Soot’
792	metamorphoses	Lacon, ‘Spartan’, follows them, a dog well known for his strength, and strong-running Aëllo, ‘Storm’
793	metamorphoses	 Then Thoos, ‘Swift’, and speedy Lycisce, ‘Wolf’, with her brother Cyprius ‘Cyprian’
794	metamorphoses	 Next ‘Grasper’, Harpalos, with a distinguishing mark of white, in the centre of his black forehead, ‘Black’, Melaneus, and Lachne, ‘Shaggy’, with hairy pelt, Labros, ‘Fury’, and Argiodus, ‘White-tooth’, born of a Cretan sire and Spartan dam, keen-voiced Hylactor, ‘Barker’, and others there is no need to name
795	metamorphoses	 The pack of them, greedy for the prey follow over cliffs and crags, and inaccessible rocks, where the way is hard or there is no way at all
796	metamorphoses	 He runs, over the places where he has often chased, flying, alas, from his own hounds
797	metamorphoses	 He longs to shout ‘I am Actaeon! Know your own master!’ but words fail him, the air echoes to the baying
798	metamorphoses	First ‘Black-hair’, Melanchaetes, wounds his back, then ‘Killer’, Theridamas, and Oresitrophos, the ‘Climber’, clings to his shoulder
799	metamorphoses	 They had set out late but outflanked the route by a shortcut over the mountains
800	metamorphoses	 While they hold their master the whole pack gathers and they sink their teeth in his body till there is no place left to wound him
801	metamorphoses	 He groans and makes a noise, not human, but still not one a deer could make, and fills familiar heights with mournful cries
802	metamorphoses	 And on his knees, like a suppliant begging, he turns his wordless head from side to side, as if he were stretching arms out towards them
803	metamorphoses	Now his friends, unknowingly, urge the ravening crowd of dogs on with their usual cries, looking out for Actaeon, and shouting, in emulation, for absent Actaeon (he turning his head at the sound of his name) complaining he is not there, and through his slowness is missing the spectacle offered by their prey
804	metamorphoses	 He might wish to be absent it’s true, but he is here: he might wish to see and not feel the fierce doings of his own hounds
805	metamorphoses	 They surround him on every side, sinking their jaws into his flesh, tearing their master to pieces in the deceptive shape of the deer
806	metamorphoses	 They say Diana the Quiver-bearer’s anger was not appeased, until his life had ended in innumerable wounds
807	metamorphoses	The debate is undecided: to some the punishment is more violent than just, merely for seeing the face of a goddess, others approve it and call it fitting because of her strict vow of virginity, and both can make a case
808	metamorphoses	 Only Jupiter’s wife was saying nothing, neither of praise or blame
809	metamorphoses	 She was glad of the disaster that had come down on the house of Agenor, and had transferred her hatred from Europa, to those who were allied to the Tyrian girl by birth
810	metamorphoses	 Then there was a fresh wrong added to the first
811	metamorphoses	 She was grieved by the fact that Semele was pregnant, with the seed of mighty Jove
812	metamorphoses	 Swallowing words of reproach, she said ‘What, in truth, have I gained from frequent reproaches? I must attack her
813	metamorphoses	 If I am rightly to be called most powerful Juno, if it is right for me to hold the jewelled sceptre in my hand, if I am queen, and sister and wife of Jove, sister at least, then it is her I must destroy
814	metamorphoses	 Yet I think she is content with her secret, and the injury to my marriage will be brief
815	metamorphoses	 But she has conceived – and that damages me – and makes her crime visible in her swollen belly, and wants, what I have barely achieved, to be confirmed as the mother of Jupiter’s child, so great is her faith in her beauty
816	metamorphoses	 I will render that faith hollow
817	metamorphoses	 I am not Saturnia if she does not plunge into the Stygian waters, overwhelmed by Jove himself
818	metamorphoses	"’
"
819	metamorphoses	At this she rose from her seat and cloaked in a dark cloud she came to Semele’s threshold
820	metamorphoses	 But before she removed the cloud she disguised herself as an old woman, ageing her hair, ploughing her skin with wrinkles, and walking with bowed legs and tottering steps
821	metamorphoses	 She made her voice sound old and was herself Beroë, Semele’s Epidaurian nurse
822	metamorphoses	 So, when they came to Jupiter’s name, in the midst of their lengthy gossiping, she sighed, and said ‘I hope, for your sake, that it really is Jupiter, but I am suspicious of all that sort of thing
823	metamorphoses	 Many men have entered the bedrooms of chaste women in the name of the gods
824	metamorphoses	 It’s not good enough for him merely to be Jove: he must give a proof of his love if it truly is him
825	metamorphoses	 Beg him to assume all his powers before he embraces you, and be just as glorious as when Juno welcomes him on high
826	metamorphoses	"’
"
827	metamorphoses	With such words Juno gulled the unsuspecting daughter of Cadmus
828	metamorphoses	 Semele asked Jupiter for an unspecified gift
829	metamorphoses	 ‘Choose!’ said the god, ‘Nothing will be refused, and, so that you may believe it more firmly, I swear it by the Stygian torrent, that is the divine conscience, the fear, and god, of all the gods
830	metamorphoses	’ Pleased by her misfortune, too successful, and doomed to be undone by her lover’s indulgence, Semele said ‘As Saturnia is used to your embrace, when you enter into the pact of Venus, give yourself to me!’ The god would have stopped her lips as she spoke: but her voice had already rushed into the air
831	metamorphoses	He groans, since she cannot un-wish it or he un-swear it
832	metamorphoses	 So, most sorrowfully, he climbs the heights of heaven, and, with a look, gathered the trailing clouds, then added their vapours to lightning mixed with storm-winds, and thunder and fateful lightning bolts
833	metamorphoses	 Still, he tries to reduce his power in whatever way he can, and does not arm himself with that lightning with which he deposed hundred-handed Typhoeus: it is too savage in his grasp
834	metamorphoses	 There is a lighter dart to which the Cyclops’s hands gave a less violent fire, a lesser anger
835	metamorphoses	 The gods call these his secondary weapons
836	metamorphoses	 Taking these he enters Agenor’s house
837	metamorphoses	 But still Semele’s mortal body could not endure the storm, and she was consumed, by the fire of her nuptial gift
838	metamorphoses	The infant Bacchus, still unfinished, is torn from the mother’s womb, and (if it can be believed) is sewn into his father’s thigh to complete his full term
839	metamorphoses	 Ino, his mother’s sister reared him secretly, in infancy, and then he was given to the nymphs of Mount Nysa who hid him in their cave and fed him on milk
840	metamorphoses	While these things were brought about on earth because of that fatal oath, and while twice-born Bacchus’s cradle remained safe, they say that Jupiter, expansive with wine, set aside his onerous duties, and relaxing, exchanging pleasantries, with Juno, said ‘You gain more than we do from the pleasures of love
841	metamorphoses	’ She denied it
842	metamorphoses	 They agreed to ask learned Tiresias for his opinion
843	metamorphoses	 He had known Venus in both ways
844	metamorphoses	Once, with a blow of his stick, he had disturbed two large snakes mating in the green forest, and, marvellous to tell, he was changed from a man to a woman, and lived as such for seven years
845	metamorphoses	 In the eighth year he saw the same snakes again and said ‘Since there is such power in plaguing you that it changes the giver of a blow to the opposite sex, I will strike you again, now
846	metamorphoses	’ He struck the snakes and regained his former shape, and returned to the sex he was born with
847	metamorphoses	As the arbiter of the light-hearted dispute he confirmed Jupiter’s words
848	metamorphoses	 Saturnia, it is said, was more deeply upset than was justified and than the dispute warranted, and damned the one who had made the judgement to eternal night
849	metamorphoses	 But, since no god has the right to void what another god has done, the all-powerful father of the gods gave Tiresias knowledge of the future, in exchange for his lost sight, and lightened the punishment with honour
850	metamorphoses	Famous throughout all the Aonian cities, Tiresias gave faultless answers to people who consulted him
851	metamorphoses	 Dusky Liriope, the Naiad, was the first to test the truth and the accuracy of his words, whom once the river-god Cephisus clasped in his winding streams, and took by force under the waves
852	metamorphoses	 This loveliest of nymphs gave birth at full term to a child whom, even then, one could fall in love with, called Narcissus
853	metamorphoses	 Being consulted as to whether the child would live a long life, to a ripe old age, the seer with prophetic vision replied ‘If he does not discover himself’
854	metamorphoses	For a long time the augur’s pronouncement appeared empty words
855	metamorphoses	 But in the end it proved true: the outcome, and the cause of his death, and the strangeness of his passion
856	metamorphoses	 One year the son of Cephisus had reached sixteen and might seem both boy and youth
857	metamorphoses	 Many youths, and many young girls desired him
858	metamorphoses	 But there was such intense pride in that delicate form that none of the youths or young girls affected him
859	metamorphoses	 One day the nymph Echo saw him, driving frightened deer into his nets, she of the echoing voice, who cannot be silent when others have spoken, nor learn how to speak first herself
860	metamorphoses	Echo still had a body then and was not merely a voice
861	metamorphoses	 But though she was garrulous, she had no other trick of speech than she has now: she can repeat the last words out of many
862	metamorphoses	 Juno made her like that, because often when she might have caught the nymphs lying beneath her Jupiter, on the mountain slopes, Echo knowingly held her in long conversations, while the nymphs fled
863	metamorphoses	 When Saturnia realised this she said ‘I shall give you less power over that tongue by which I have been deluded, and the briefest ability to speak’ and what she threatened she did
864	metamorphoses	 Echo only repeats the last of what is spoken and returns the words she hears
865	metamorphoses	Now when she saw Narcissus wandering through the remote fields, she was inflamed, following him secretly, and the more she followed the closer she burned with fire, no differently than inflammable sulphur, pasted round the tops of torches, catches fire, when a flame is brought near it
866	metamorphoses	 O how often she wants to get close to him with seductive words, and call him with soft entreaties! Her nature denies it, and will not let her begin, but she is ready for what it will allow her to do, to wait for sounds, to which she can return words
867	metamorphoses	By chance, the boy, separated from his faithful band of followers, had called out ‘Is anyone here?’ and ‘Here’ Echo replied
868	metamorphoses	 He is astonished, and glances everywhere, and shouts in a loud voice ‘Come to me!’ She calls as he calls
869	metamorphoses	 He looks back, and no one appearing behind, asks ‘Why do you run from me?’ and receives the same words as he speaks
870	metamorphoses	 He stands still, and deceived by the likeness to an answering voice, says ‘Here, let us meet together’
871	metamorphoses	 And, never answering to another sound more gladly, Echo replies ‘Together’, and to assist her words comes out of the woods to put her arms around his neck, in longing
872	metamorphoses	 He runs from her, and running cries ‘Away with these encircling hands! May I die before what’s mine is yours
873	metamorphoses	"’ She answers, only ‘What’s mine is yours!’
"
874	metamorphoses	Scorned, she wanders in the woods and hides her face in shame among the leaves, and from that time on lives in lonely caves
875	metamorphoses	 But still her love endures, increased by the sadness of rejection
876	metamorphoses	 Her sleepless thoughts waste her sad form, and her body’s strength vanishes into the air
877	metamorphoses	 Only her bones and the sound of her voice are left
878	metamorphoses	 Her voice remains, her bones, they say, were changed to shapes of stone
879	metamorphoses	 She hides in the woods, no longer to be seen on the hills, but to be heard by everyone
880	metamorphoses	 It is sound that lives in her
881	metamorphoses	As Narcissus had scorned her, so he had scorned the other nymphs of the rivers and mountains, so he had scorned the companies of young men
882	metamorphoses	 Then one of those who had been mocked, lifting hands to the skies, said ‘So may he himself love, and so may he fail to command what he loves!’ Rhamnusia, who is the goddess Nemesis, heard this just request
883	metamorphoses	There was an unclouded fountain, with silver-bright water, which neither shepherds nor goats grazing the hills, nor other flocks, touched, that no animal or bird disturbed not even a branch falling from a tree
884	metamorphoses	 Grass was around it, fed by the moisture nearby, and a grove of trees that prevented the sun from warming the place
885	metamorphoses	 Here, the boy, tired by the heat and his enthusiasm for the chase, lies down, drawn to it by its look and by the fountain
886	metamorphoses	 While he desires to quench his thirst, a different thirst is created
887	metamorphoses	 While he drinks he is seized by the vision of his reflected form
888	metamorphoses	 He loves a bodiless dream
889	metamorphoses	 He thinks that a body, which is only a shadow
890	metamorphoses	 He is astonished by himself, and hangs there motionless, with a fixed expression, like a statue carved from Parian marble
891	metamorphoses	Flat on the ground, he contemplates two stars, his eyes, and his hair, fit for Bacchus, fit for Apollo, his youthful cheeks and ivory neck, the beauty of his face, the rose-flush mingled in the whiteness of snow, admiring everything for which he is himself admired
892	metamorphoses	 Unknowingly he desires himself, and the one who praises is himself praised, and, while he courts, is courted, so that, equally, he inflames and burns
893	metamorphoses	 How often he gave his lips in vain to the deceptive pool, how often, trying to embrace the neck he could see, he plunged his arms into the water, but could not catch himself within them! What he has seen he does not understand, but what he sees he is on fire for, and the same error both seduces and deceives his eyes
894	metamorphoses	Fool, why try to catch a fleeting image, in vain? What you search for is nowhere: turning away, what you love is lost! What you perceive is the shadow of reflected form: nothing of you is in it
895	metamorphoses	" It comes and stays with you, and leaves with you, if you can leave!
"
896	metamorphoses	No care for Ceres’s gift of bread, or for rest, can draw him away
897	metamorphoses	 Stretched on the shadowed grass he gazes at that false image with un-sated eyes, and loses himself in his own vision
898	metamorphoses	 Raising himself a little way and holding his arms out to the woods, he asks, ‘Has anyone ever loved more cruelly than I? You must know, since you have been a chance hiding place for many people
899	metamorphoses	 Do you remember in your life that lasts so many centuries, in all the long ages past, anyone who pined away like this? I am enchanted and I see, but I cannot reach what I see and what enchants me’ – so deep in error is this lover – ‘and it increases my pain the more, that no wide sea separates us, no road, no mountains, no walls with locked doors
900	metamorphoses	We are only kept apart by a little water! Whenever I extend my lips to the clear liquid, he tries to raise his lips to me
901	metamorphoses	 He desires to be held
902	metamorphoses	 You would think he could be touched: it is such a small thing that prevents our love
903	metamorphoses	 Whoever you are come out to me! Why do you disappoint me, you extraordinary boy? Where do you vanish when I reach for you? Surely my form and years are not what you flee from, and I am one that the nymphs have loved! You offer me some unknown hope with your friendly look, and when I stretch my arms out to you, you stretch out yours
904	metamorphoses	 When I smile, you smile back
905	metamorphoses	 And I have often seen your tears when I weep tears
906	metamorphoses	" You return the gesture of my head with a nod, and, from the movements of your lovely mouth, I guess that you reply with words that do not reach my ears!
"
907	metamorphoses	I am he
908	metamorphoses	 I sense it and I am not deceived by my own image
909	metamorphoses	 I am burning with love for myself
910	metamorphoses	 I move and bear the flames
911	metamorphoses	 What shall I do? Surely not court and be courted? Why court then? What I want I have
912	metamorphoses	 My riches make me poor
913	metamorphoses	 O I wish I could leave my own body! Strange prayer for a lover, I desire what I love to be distant from me
914	metamorphoses	 Now sadness takes away my strength, not much time is left for me to live, and I am cut off in the prime of youth
915	metamorphoses	 Nor is dying painful to me, laying down my sadness in death
916	metamorphoses	 I wish that him I love might live on, but now we shall die united, two in one spirit
917	metamorphoses	"’
"
918	metamorphoses	He spoke, and returned madly to the same reflection, and his tears stirred the water, and the image became obscured in the rippling pool
919	metamorphoses	 As he saw it vanishing, he cried out ‘Where do you fly to? Stay, cruel one, do not abandon one who loves you! I am allowed to gaze at what I cannot touch, and so provide food for my miserable passion!’ While he weeps, he tears at the top of his clothes: then strikes his naked chest with hands of marble
920	metamorphoses	 His chest flushes red when they strike it, as apples are often pale in part, part red, or as grapes in their different bunches are stained with purple when they are not yet ripe
921	metamorphoses	As he sees all this reflected in the dissolving waves, he can bear it no longer, but as yellow wax melts in a light flame, as morning frost thaws in the sun, so he is weakened and melted by love, and worn away little by little by the hidden fire
922	metamorphoses	 He no longer retains his colour, the white mingled with red, no longer has life and strength, and that form so pleasing to look at, nor has he that body which Echo loved
923	metamorphoses	 Still, when she saw this, though angered and remembering, she pitied him, and as often as the poor boy said ‘Alas!’ she repeated with her echoing voice ‘Alas!’ and when his hands strike at his shoulders, she returns the same sounds of pain
924	metamorphoses	" His last words as he looked into the familiar pool were ‘Alas, in vain, beloved boy!’ and the place echoed every word, and when he said ‘Goodbye!’ Echo also said ‘Goodbye!’
"
925	metamorphoses	He laid down his weary head in the green grass, death closing those eyes that had marvelled at their lord’s beauty
926	metamorphoses	And even when he had been received into the house of shadows, he gazed into the Stygian waters
927	metamorphoses	 His sisters the Naiads lamented, and let down their hair for their brother, and the Dryads lamented
928	metamorphoses	 Echo returned their laments
929	metamorphoses	 And now they were preparing the funeral pyre, the quivering torches and the bier, but there was no body
930	metamorphoses	 They came upon a flower, instead of his body, with white petals surrounding a yellow heart
931	metamorphoses	When all this became known it spread the prophet’s fame throughout the cities of Achaia, and his reputation was high
932	metamorphoses	 Still, Pentheus, the son of Echion, in scorn of the gods, alone amongst all of them, rejected the seer, laughed at the old man’s words of augury, and taunted him with the darkness, and the ruin of his lost sight
933	metamorphoses	 He, shaking his white head in warning, said ‘How happy you would be if these dispossessed orbs were yours, so as not to see the sacred rites of Bacchus! Now the day approaches, and I see it is not far off, when the new god, Liber, son of Semele will come, and unless you think him worthy to be done honour in your sanctuaries, you will be scattered, torn, in a thousand pieces, and stain your mother, and her sisters and the woods themselves with your blood
934	metamorphoses	 It will be! You will not think the god worthy of being honoured, and you will lament of me, that in my darkness I have seen too far
935	metamorphoses	’ Even as he speaks, Echion’s son thrusts him away
936	metamorphoses	 The truth of his words followed, the oracles of the prophet were performed
937	metamorphoses	Liber has come, and the festive fields echo with cries
938	metamorphoses	 The crowd all run, fathers, mothers, young girls, princes and people, mixed together, swept towards the unknown rites
939	metamorphoses	 Pentheus shouts ‘What madness has stupefied your minds, children of the serpent, people of Mars? Can the clash of brazen cymbals, pipes of curved horn, and magical tricks be so powerful that men, who were not terrified by drawn swords or blaring trumpets or ranks of sharp spears, are overcome by the shrieks of women, men mad with wine, crowds of obscenities, and empty drumming? Should I admire you, elders, who, sailing the deep seas, sited your Tyre here, your exiled Penates, and now let them be taken without a fight? Or you younger men, of fresher age, nearer my own, for whom it was fitting to carry weapons and not the thyrsus, your heads covered with helmets not crowns of leaves? Remember, I beg you, from what roots you were created, and show the spirit of the serpent, who, though one alone, killed many
940	metamorphoses	 He died for his spring and pool, but you should conquer for your own glory! He put brave men to death, but you should make craven men run, and maintain the honour of your country! If it is Thebes’ fate to stand for only a short time, I wish her walls might be destroyed by men and siege engines, that fire and iron might sound against her! Then we would be miserable but not sinful, we would lament our fate not try to hide it, our tears would be free from shame
941	metamorphoses	 But now Thebes will be taken by an unarmed boy, who takes no pleasure in fighting, or weapons, or the use of horses, but in myrrh-drenched hair, soft wreathes of leaves, and embroidered robes woven with gold
942	metamorphoses	 But, if you stand aside, I will quickly force him to confess that his pretended parentage and religion are inventions
943	metamorphoses	" Should Pentheus and the rest of Thebes be terrified of his arrival, when Acrisius had courage enough to defy a false god, and shut the gates of Argos at his coming? ‘Go quickly’, he ordered his attendants ‘bind him and drag him here, this conqueror! Don’t be slow in carrying out your orders!’
"
944	metamorphoses	His grandfather, Cadmus, his uncle, Athamas, and the rest of his advisors reprove his words, and try in vain to restrain him
945	metamorphoses	 He is only made more eager by their warning, and his rage is maddened and grows with restraint, and he is provoked by their objections
946	metamorphoses	 So I have seen a river, where nothing obstructs its passage, flow calmly and with little noise, but rage and foam wherever trees and obstacles of stone held it back, fiercer for the obstruction
947	metamorphoses	See now, they return, stained with blood, and when their lord queries where Bacchus is, they deny having seen Bacchus, but reply, ‘We have captured this companion of his, a priest of his sacred rites’ and they hand over a man of Tyrrhenian stock, with his hands bound behind his back, a follower of the worship of the god
948	metamorphoses	" Pentheus looks at him, with eyes made terrible by anger, and although he can scarcely wait for the moment of punishment, he says ‘O you who are about to die, and, by your death, teach the others a lesson, tell me your name, your parents’ name and your country, and why you follow the customs of this new religion!’
"
949	metamorphoses	Without fear, he answers ‘My name is Acoetes, and Maeonia is my country, my parents humble ordinary people
950	metamorphoses	 My father did not leave me fields for sturdy oxen to work, no flocks of sheep, nor any cattle
951	metamorphoses	 I am poor as he himself was, and he used to catch fish in the streams with a rod and line and a hook to snare them
952	metamorphoses	 His skill was his wealth, and when he bequeathed it to me, he said ‘Take what I have
953	metamorphoses	 Apply yourself to the work as my successor and heir
954	metamorphoses	’ Dying, he left me nothing but water
955	metamorphoses	 The only thing I can call my inheritance
956	metamorphoses	Soon, so that I was not stuck for ever to the same rocks, I learned how to guide boats, steering oar in hand, and to observe Capella and the rainy stars of the Olenian Goat, Taÿgete among the Pleiades, the Hyades, and the Arctic Bears, the houses of the winds, and the havens for ships
957	metamorphoses	Heading for Delos, and being driven by chance onto the coast of the island of Chios, making shore by skilful use of the oars, giving a gentle leap, and landing on the wet sand, there we passed the night
958	metamorphoses	 As soon as the dawn began to redden, I ordered the getting in of fresh water, and showed the path that led to a spring
959	metamorphoses	 I myself commanded the view from a high hill to find what wind promised, called my comrades and went back to the boat
960	metamorphoses	 ‘See, we are here’ said Opheltes, the foremost of my friends, and led a boy, with the beauty of a virgin girl, along the shore, a prize, or so he thought, that he had found in a deserted field
961	metamorphoses	 The boy seemed to stumble, heavy with wine and sleep, and could scarcely follow
962	metamorphoses	 I examined his clothing, appearance and rank, and I saw nothing that made me think him mortal
963	metamorphoses	 And I felt this and said it to my companions ‘I do not know which god is in that body, but there is a god within! Whoever you are, O favour and assist our efforts, and forgive these men!’ ‘Don’t pray for us’ said Dictys, who was the quickest at climbing to the highest yard and sliding down grasping the rigging
964	metamorphoses	 So said Libys, and yellow-haired Melanthus, the forward look-out, and Alcimedon agreed, and Epopeus, who with his voice gave the measure and the pauses for the oarsmen to urge on their purpose
965	metamorphoses	 All the others said the same, so blind was their greed for gain
966	metamorphoses	‘I still will not allow this ship to be cursed by a sacred victim to whom violence has been done’ I said
967	metamorphoses	 ‘Here I have the greatest authority’
968	metamorphoses	 And I prevented them boarding
969	metamorphoses	 Then Lycabas the most audacious of them all began to rage at me, he who had been thrown out of Tuscany, and was suffering the punishment of exile from his city for a terrible murder
970	metamorphoses	 While I held him off, he punched me in the throat with his strong young fists, and would have thrown me semi-conscious into the sea, if I had not clung on, almost stunned, held back by the rigging
971	metamorphoses	 The impious crew cheered on the doer of it
972	metamorphoses	 Then, at last, Bacchus (for it was indeed Bacchus) was freed from sleep, as if by the clamour, and the sense returned to his drunken mind
973	metamorphoses	 ‘What are you doing? Why this shouting?’ he said
974	metamorphoses	" ‘Tell me, you seamen, how I came here? Where do you intend to take me?’ ‘Have no fear’, said Proreus, ‘and, whatever port you wish to touch at, you will be set down in the country you demand!’ ‘Naxos’ said Liber, ‘set your course for there! That is my home: it will be a friendly land to you!’
"
975	metamorphoses	The treacherous men swore, by the sea and all the gods, it would be so, and told me to get the painted vessel under sail
976	metamorphoses	 Naxos was to starboard, but as I trimmed the sails on a starboard tack, they, each one, asked me ‘What are you doing, O madman? Acoetes, what craziness has got into you? Take the port tack!’ most of them letting me know what they intended with a nod of the head, the others in a whisper
977	metamorphoses	 I was horrified
978	metamorphoses	 ‘Someone else can steer’ I said, and distanced myself from the wickedness and deception
979	metamorphoses	 There were cries against me from all sides, the whole crew murmured against me
980	metamorphoses	 And one of them, Aethalion, cried ‘You seem to think that all our lives depend on you alone!’ Then he took my place himself, discharged my office, and abandoning Naxos took the opposite course
981	metamorphoses	Then the god, playfully, as though he had just realised their deceit, looked at the sea over the curve of the stern, and as though he were weeping said ‘Sailors, these are not the shores you promised me, and this is not the land I chose for myself? What have I done to merit punishment? Where’s the glory in men cheating a boy, or many cheating just one?’ I was already weeping, but the impious crew laughed at my tears, and drove the ship quickly through the water
982	metamorphoses	Now I swear by the god himself (since there is no god more certainly present than he is) that what I say to you is the truth, though that truth beggars belief
983	metamorphoses	 The ship stands still in the waves, just as if it were held in dry dock
984	metamorphoses	 Amazed, the crew keep flogging away at the oars, and unfurling the sails, try to run on with double power
985	metamorphoses	 But ivy impedes the oars, creeping upwards, with binding tendrils, and drapes the sails with heavy clusters
986	metamorphoses	 The god himself waves a rod twined with vine leaves, his forehead wreathed with bunches of grapes
987	metamorphoses	 Around him lie insubstantial phantom lynxes, tigers, and the savage bodies of spotted panthers
988	metamorphoses	 The men leap overboard, driven to it either by madness or by fear
989	metamorphoses	 And Medon is the first to darken all over his body, and his spine to be bent into an arched curve
990	metamorphoses	Lycabas cries out to him ‘What monster are you turning into?’ And in speaking his jaws widen, his nose becomes hooked, and his skin becomes hard and scaly
991	metamorphoses	 But Libys hampered when he wishes to turn the oars sees his hands shrink suddenly in size, and now they are not hands, but can only be called fins
992	metamorphoses	 Another, eager to grasp at the tangled ropes, no longer has arms, and goes arching backwards limbless into the sea
993	metamorphoses	 His newest feature is a scythe-shaped tail, like the curved horns of a fragmentary moon
994	metamorphoses	 The dolphins leap everywhere drenched with spray
995	metamorphoses	 They emerge once more, only to return again to the depths, playing together as if they were in a troupe, throwing their bodies around wantonly, and blowing out the seawater drawn in through their broad nostrils
996	metamorphoses	Of a group of twenty (that was how many the ship carried) I alone was left
997	metamorphoses	 The god roused me with difficulty, my body shaking with cold and terror, and barely myself, saying ‘Free your heart from fear, and hold off for Naxos!’ And consigned to that island, I have adopted its religion, and celebrate the Bacchic rites
998	metamorphoses	‘We have only listened to this winding tale’, said Pentheus, ‘so that our anger might spend its strength in delay
999	metamorphoses	 ‘You, attendants, remove this man, quickly, and let his body be tortured in greatest anguish, and send him down to Stygian night!’ Acoetes, the Tyrrhenian, was dragged out, straightaway, and shut in a deep dungeon
1000	metamorphoses	 But while the instruments of cruelty, the irons and the fire, were being prepared to kill him as had been ordered, the doors flew open by themselves, the chains loosening without any effort, so tradition holds
1001	metamorphoses	The son of Echion persisted in his purpose, not ordering others to go, but now going himself, to where Mount Cithaeron, chosen for performing the rites, was sounding with the chants and shrill cries of the Bacchantes
1002	metamorphoses	 As a brave horse snorts and shows his love for the fight, when the trumpeter’s brass gives the signal for attack, so the heavens pulsating from the long drawn-out cries stirred Pentheus, and, hearing the clamour, his anger flared again
1003	metamorphoses	Near the middle of the mountainside, was a clearing surrounded with remote woods, free of trees, and visible from all sides
1004	metamorphoses	 Here as he watched the mysteries, with profane eyes, his mother was the first to see Pentheus, the first roused to run at him madly, the first to wound him, hurling her thyrsus
1005	metamorphoses	 She shouted ‘O you two, sisters, come! That huge boar, who is straying in our fields, that boar is my sacrifice
1006	metamorphoses	’ They all rush on him in one maddened crowd: they converge together pursuing the frightened man, frightened now, speaking words free of violence now, cursing himself now, realising his own offence
1007	metamorphoses	" Stricken, he still shouts ‘Help me, aunt Autonoë! Let Actaeon’s shade move your spirit!’
"
1008	metamorphoses	She, not remembering Actaeon, tears away the suppliant’s right arm
1009	metamorphoses	 Ino, in frenzy, rips off the other
1010	metamorphoses	 Now the unhappy man has no limbs to hold out to his mother, but, showing his wounded trunk shorn of its members, he cries ‘Mother, see!’
1011	metamorphoses	" Agave howls, and twists her neck about, and thrashes her hair in the air, and tearing off his head, holding it in her bloody hands, shouts ‘Behold, sisters, this act marks our victory!’
"
1012	metamorphoses	The wind does not strip the leaves clinging there, from the high tree touched by an autumn frost, more quickly than this man’s limbs are torn by those terrible hands
1013	metamorphoses	 Warned by such an example, the Theban women throng to the new religion, burn incense, and worship at the sacred altars
1014	metamorphoses	But Alcithoë, daughter of Minyas, will not celebrate the Bacchic rites, in acceptance of the god
1015	metamorphoses	 She is rash enough to deny that Bacchus is the son of Jupiter, and her sisters share in her impiety
1016	metamorphoses	The priest had ordered the observation of the festival, asking for all female servants to be released from work, they and their mistresses to drape animal skins across their breasts, free their headbands, wreathe their hair, and carry an ivy-twined thyrsus in their hand
1017	metamorphoses	 And he prophesied that the god’s rage would be fierce if he was angered
1018	metamorphoses	 The young women and mothers obey, leaving their baskets and looms, and their unfinished tasks, and burn incense, calling on Bacchus, on Bromius, ‘the noisy one’, Lyaeus, ‘deliverer from care’, on the child of the lightning, the twice-born, the son of two mothers, and adding to these calls Nyseus, ‘he of Heliconian Nysa’, Thyoneus, ‘the unshorn’ who is Semele’s son, Lenaeus, the planter of joy-giving vines, Nyctelius, ‘the nightcomer’, father Eleleus, of the howls, Iacchus, of the shouts, and Euhan, of the cries, and all of the other names you have, Liber, among the peoples of Greece
1019	metamorphoses	Unfading youth is yours, you boy eternal, you, the most beautiful sight in the depths of the morning and evening sky, your face like a virgin’s when you stand before us without your horns
1020	metamorphoses	 The Orient calls you its conqueror, as far as darkest India, dipped in the remote Ganges
1021	metamorphoses	 You, the revered one, punished Pentheus, and Lycurgus, king of Thrace, who carried the double-headed axe, and you sent the Tyrrhenians into the waves
1022	metamorphoses	 You yoke together two lynxes with bright reins decorating their necks, Bacchantes and Satyrs follow you, and that drunken old man, Silenus, who supports his stumbling body with his staff, and clings precariously to his bent-backed mule
1023	metamorphoses	 Wherever you go the shouts of youths ring out, and the chorus of female voices, hands beating on tambourines, the clash of cymbals, and the shrill piping of the flute
1024	metamorphoses	The Ismenides pray to Bacchus ‘Be satisfied with us, be gentle’ and they celebrate the rites ordained
