eloquence	0.458	-0.02	0.608
eloquent	0.74	0.36	0.482
elucidate	0.166	0.018	0.036
elucidation	0.3	0.148	0.172
elude	-0.124	0.042	-0.072
elusive	-0.542	0.23	-0.068
emaciated	-0.794	0.082	-0.698
email	0.396	-0.54	-0.088
emanate	0.306	-0.072	0.108
emancipation	0.408	0.368	0.526
embankment	0.354	-0.124	-0.128
embargo	-0.542	0.128	-0.114
embark	0.082	0.1	0.238
embarrass	-0.836	0.334	-0.272
embarrassed	-0.632	0.12	-0.508
embarrassing	-0.548	0.618	-0.55
embarrassment	-0.714	0.37	-0.548
embassy	0.244	-0.334	0.516
embattled	-0.53	0.448	-0.158
embed	-0.166	0.108	0.34
embellish	0.684	0	0.538
embellishment	0.346	-0.102	-0.19
embers	-0.02	-0.038	0.016
embezzlement	-0.714	0.654	-0.13
embezzler	-0.708	0.646	-0.018
emblem	0.28	-0.34	0.508
emblematic	0.542	-0.082	0.596
embodiment	0.124	0.38	0.326
embolism	-0.792	0.32	-0.396
embossed	0.062	-0.038	0
embrace	0.898	-0.02	-0.096
embroidered	0.354	-0.442	-0.186
embroidery	0.562	-0.284	-0.44
embroiled	-0.326	0.442	-0.16
embryo	0.346	-0.062	-0.094
embryonic	0.146	-0.094	0.196
emcee	0.388	0.154	0.382
emerald	0.48	-0.274	0.452
emerge	0.204	0.188	0.462
emergence	-0.448	0.714	0.352
emergency	-0.6	0.8	0.142
emeritus	0.266	-0.196	0.47
emery	-0.062	0.166	-0.056
emetophobia	-0.514	0.24	-0.194
emigrate	-0.288	0.624	0.016
emigration	0.128	0.328	-0.136
eminence	0.632	0.288	0.674
eminent	0.48	0.24	0.66
eminently	0.388	0.214	0.546
emir	0.02	-0.208	0.242
emissary	0.124	-0.076	0.272
emission	0.02	-0.094	0.182
emit	0.276	-0.11	0.02
emo	-0.292	-0.372	-0.548
emotion	0.386	0.746	0.392
emotional	0.558	0.428	0.052
emotive	0.834	0.482	0.05
empathic	0.52	0.14	0.116
empathize	0.604	0.182	0.32
empathy	0.458	-0.302	0.09
emperor	0.302	0.408	0.924
emphasis	0.306	0.49	0.632
emphasize	0.02	0.21	0.538
emphatic	0.23	0.414	0.464
emphysema	-0.688	0.112	-0.328
empire	0.376	0.46	0.888
empirical	0	0.02	0.148
empiricism	0.166	-0.08	0.094
employ	0.458	-0.038	0.404
employee	0.164	-0.278	-0.038
employer	0.326	0.036	0.534
employment	0.5	0.188	0.222
emporium	0.244	0.112	0.448
empower	0.388	0.558	0.782
empress	0.432	0.338	0.71
emptiness	-0.646	-0.654	-0.632
emption	0.14	-0.188	-0.084
empty	-0.624	-0.634	-0.838
emu	-0.16	-0.284	-0.34
emulate	-0.124	-0.32	0.098
emulsion	0.124	-0.138	-0.094
enable	0.52	-0.018	0.564
enablement	0.2	-0.098	0.5
enact	0.36	0.128	0.196
enactment	0.334	0.224	0.538
enamel	0.188	-0.44	-0.388
encampment	0.354	0.146	0.21
enchant	0.746	0.3	0.286
enchanted	0.834	0.266	0.374
enchanting	0.834	0.362	0.416
enchantment	0.632	0.55	0.294
enchantress	-0.204	0.326	-0.042
enchilada	0.084	0.106	-0.258
encircle	-0.08	0	0.038
encircling	0.02	-0.264	0.114
enclave	0.062	-0.334	0.16
enclose	0.062	-0.046	-0.054
enclosure	-0.166	-0.25	-0.02
encode	-0.02	0	0.468
encomiastic	0.082	0	0.34
encomium	0.082	-0.098	0.038
encompass	0.04	-0.404	0.322
encore	0.02	-0.154	0
encounter	0.73	0.404	0.378
encourage	0.792	0.16	0.408
encouraged	0.906	0.404	0.314
encouragement	0.73	0.4	0.518
encouraging	0.646	0.166	0.51
encroach	-0.396	0.484	0.404
encroachment	-0.49	0.472	0.24
encrypt	0	-0.226	0
encryption	0.094	-0.17	-0.052
encumbrance	-0.4	0.042	-0.04
encyclopedia	0.358	-0.36	0.29
end	-0.604	-0.302	-0.404
end table	0.082	-0.04	-0.036
endanger	-0.77	0.77	-0.192
endangered	-0.834	0.77	-0.14
endangerment	-0.666	0.746	0.038
endearing	0.326	-0.132	0.208
endeavor	0.354	0.51	0.53
ended	-0.396	0	0
endemic	-0.188	-0.04	-0.034
endgame	-0.102	0.076	0.052
ending	-0.312	-0.27	-0.016
endless	-0.306	-0.076	-0.056
endocarditis	-0.53	0.174	-0.176
endorse	0.184	-0.216	-0.056
endorsement	0.668	-0.28	0.222
endow	0.368	-0.204	0.218
endowed	0.51	0.02	0.538
endowment	0.37	0.156	0.294
endpapers	0.084	-0.2	-0.322
endpoint	-0.378	-0.18	-0.104
endurance	0.184	0.49	0.52
endure	-0.36	0.22	0.148
enduring	0.266	-0.082	0.536
enema	-0.438	0.346	-0.464
enemy	-0.73	0.588	0.182
energetic	0.694	0.736	0.804
energize	0.584	0.62	0.75
energy	0.888	0.45	0.736
enforce	0.166	0.288	0.672
enforcement	0.188	0.142	0.472
enforcer	-0.204	0.224	0.278
engage	0.542	0.592	0.426
engaged	0.674	0.192	0.698
engagement	0.812	0.174	0.614
engaging	0.896	0.224	0.724
engender	0.122	0.482	0.376
engine	0.23	0.288	0.352
engineer	0.438	0	0.75
engineering	0.47	-0.058	0.672
engrave	-0.028	-0.116	0.034
engraved	0.084	-0.25	-0.054
engraver	0.104	-0.166	0
engraving	0.208	-0.14	-0.116
engrossed	0.082	-0.058	-0.392
engrossing	0.396	0.404	0.5
engulf	-0.204	0.146	0
enhance	0.604	0.156	0.628
enhancement	0.754	-0.02	0.482
enigma	0.026	0.4	0
enigmatic	-0.062	0.178	0.358
enjoin	0.188	-0.092	0.464
enjoy	0.918	0.45	0.5
enjoyable	1	-0.038	0.21
enjoying	0.816	0.518	0.518
enjoyment	0.86	0.224	0.432
enlarge	0.47	0.212	0.376
enlarged	0.346	-0.02	0.036
enlargement	0.354	0.154	0.232
enlighten	0.458	0.098	0.334
enlightened	0.912	0.132	0.4
enlightening	0.65	0.458	0.454
enlightenment	0.674	0.098	0.238
enlist	0.02	-0.26	-0.034
enliven	0.666	0.366	0.404
enmity	-0.812	0.412	-0.236
ennui	-0.188	-0.078	-0.368
enormity	0.188	0.296	0.696
enormous	0.354	0.33	0.772
enormously	0.52	0.388	0.744
enraged	-0.834	0.924	0.272
enrich	0.792	0.462	0.41
enroll	0.392	0.06	0.222
enrollment	0.334	-0.218	0.396
ensemble	0.394	-0.164	0.172
ensign	0.326	-0.46	0.09
enslave	-0.854	0.6	-0.038
enslaved	-0.792	0.44	-0.358
enslavement	-0.828	0.27	-0.396
ensue	0.396	-0.274	-0.336
ensure	0.474	-0.188	0.518
entail	-0.032	0.26	0.29
entangled	-0.362	0.156	-0.286
entanglement	-0.396	0.53	-0.504
enter	0.416	-0.06	0
enterprise	0.52	-0.216	0.508
enterprising	0.73	0.568	0.75
entertain	0.836	0.368	0.196
entertained	0.804	0.288	0.424
entertainer	0.776	0.418	0.518
entertaining	0.666	0.316	0.32
entertainment	0.694	0.5	0.138
enthralled	0.49	0.204	0.23
enthusiasm	0.876	0.632	0.596
enthusiast	0.734	0.62	0.75
enthusiastic	0.77	0.736	0.696
entice	0.042	0.774	0.036
entire	0.378	-0.076	0.396
entirety	0.708	-0.08	0.608
entitle	0.458	-0.334	0.654
entity	0.084	-0.196	0.34
entomology	-0.124	-0.208	0.09
entourage	-0.018	0.134	-0.066
entrails	-0.27	0.076	-0.226
entrance	0.396	-0.214	0.052
entrapment	-0.646	0.208	-0.118
entreat	-0.392	0.12	-0.076
entree	0.23	-0.046	0.248
entrepreneur	0.77	0.408	0.84
entrust	0.386	-0.38	0.26
entry	0.104	-0.294	0.204
enumerate	0.042	-0.22	-0.018
enumeration	0.096	-0.346	0.068
envelope	0.208	-0.45	-0.246
envious	-0.78	0.508	-0.318
environ	0.448	-0.558	-0.134
environment	0.292	-0.612	0.056
environmental	0.266	-0.374	0.328
environs	0.122	-0.424	-0.31
envision	0.25	-0.102	-0.034
envoy	0.062	-0.25	0.172
envy	-0.52	0.408	-0.146
enzyme	0.124	-0.446	-0.038
ephemeral	0	-0.376	-0.246
ephemeris	0.28	-0.24	0.056
epic	0.714	0.426	0.66
epidemic	-0.816	0.66	0.222
epidermis	-0.164	-0.02	-0.148
epidural	-0.306	-0.096	0.05
epilepsy	-0.878	0.708	-0.5
epileptic	-0.708	0.588	-0.32
epilogue	0.164	-0.294	-0.068
epiphany	0.25	0.192	0.052
episcopal	0.084	-0.372	0.5
episode	0.438	-0.266	0.018
episodic	0.062	0.084	-0.076
epistle	0.208	-0.166	0.07
epitaph	-0.448	-0.354	-0.116
epithet	0.06	-0.212	0.048
epitome	0.02	0	0.334
epoch	0.106	-0.314	0.594
equal	0.562	-0.644	-0.186
equality	0.796	-0.39	0.432
equalization	0.25	-0.156	-0.154
equalize	0.476	-0.438	0.148
equalizer	0.208	-0.098	0.172
equally	0.25	-0.472	-0.128
equate	0.448	-0.236	0.248
equation	-0.042	-0.232	0.216
equator	0.1	-0.396	-0.076
equatorial	0.1	-0.458	0.186
equestrian	0.266	0.038	-0.166
equidistant	-0.25	-0.188	0.018
equilibration	0.448	-0.366	0.186
equilibrium	0.352	-0.53	0.24
equip	0.3	0.038	0.426
equipment	0.49	-0.01	0.4
equitable	0.428	-0.428	0.5
equity	0.584	-0.392	0.228
equivalence	0.326	-0.5	0.164
equivalent	0.292	-0.306	0
equivocal	-0.346	-0.036	-0.486
era	0.23	-0.186	-0.102
eradicate	-0.48	0.38	0.372
eradication	-0.584	0.576	0.37
erase	-0.52	-0.48	-0.358
eraser	-0.084	-0.582	-0.378
erasure	-0.438	-0.28	-0.47
ere	-0.042	-0.376	-0.246
erect	0.286	0.77	0.254
erectile	0.084	0.592	0.25
erection	0.28	0.712	0.39
ergo	-0.23	-0.2	-0.23
erode	-0.584	0.286	0.16
erosion	-0.376	0.54	-0.07
erotic	0.25	0.892	0.366
erotica	0.562	0.74	0.158
err	-0.708	0.32	-0.528
errand	-0.23	0.038	-0.036
errant	-0.59	0.204	-0.25
erratic	-0.458	0.006	-0.566
erratum	-0.346	0.056	-0.128
erroneous	-0.886	0.122	-0.51
error	-0.812	0.118	-0.604
erst	-0.446	-0.156	-0.286
erudite	0.438	-0.132	0.548
erupt	-0.624	0.64	0.636
eruption	-0.688	0.826	0.466
escalade	-0.04	0.448	-0.116
escalate	0.306	0.428	0.456
escalating	0.292	0.448	0.036
escalation	0.142	0.614	0.164
escalator	0	0.06	0.036
escape	-0.266	0.53	-0.104
escaped	-0.27	0.51	0.036
escarpment	-0.188	0.106	-0.06
eschew	-0.632	-0.124	-0.26
escort	0.458	-0.04	0.216
escrow	-0.102	0.04	0.226
esophagus	-0.142	-0.092	-0.072
esoteric	0	0.352	0.09
especial	0.654	-0.162	0.588
espionage	-0.376	0.5	0.24
espouse	0.604	0.058	0.196
espresso	0.354	0.24	0.016
esprit	0.104	-0.138	-0.186
esquire	0.208	0.084	0.036
essay	0.118	-0.178	0.06
essayist	0.312	-0.08	-0.076
essence	0.326	-0.262	0.15
essential	0.624	-0.19	0.518
essentially	0.5	-0.254	0.604
establish	0.416	0	0.376
established	0.592	-0.212	0.388
establishment	0.38	-0.204	0.262
estate	0.306	-0.23	0.294
esteem	0.49	-0.24	0.358
esteemed	0.388	-0.164	0.062
esthetic	0.27	-0.28	0.116
estimable	0.592	-0.184	0.26
estimate	0.438	-0.062	0.034
estimation	0.48	-0.04	0.178
estoppel	-0.292	-0.082	-0.036
estranged	-0.688	-0.236	-0.246
estrogen	0.16	0	-0.15
estuary	-0.062	-0.444	-0.036
etch	0.02	-0.266	0.196
etching	0.134	-0.018	0.15
eternal	0.708	-0.182	0.686
eternity	0.53	0.04	0.822
ethanol	-0.334	-0.18	0.068
ether	-0.02	-0.388	-0.176
ethereal	0.04	-0.162	0.036
ethic	0.572	-0.48	0.582
ethical	0.708	-0.352	0.268
ethics	0.316	-0.408	0.462
ethnic	0.166	-0.254	0.11
ethnography	0.142	-0.254	0.098
etiology	0	-0.23	0.278
etiquette	0.208	-0.3	-0.158
etymology	0.062	-0.26	0.058
eucalyptus	0.204	-0.384	-0.164
euchre	-0.06	-0.082	-0.116
eugenics	-0.104	0.06	0.036
eulogistic	0.48	0.246	0.388
eulogium	0.084	-0.036	0.31
eulogize	0.7	0.036	0.358
eulogy	0.25	-0.114	0.334
euphemism	-0.164	-0.094	-0.018
euphoria	0.538	0.91	0.296
euphoric	0.49	0.808	0.176
euro	0.36	-0.118	0.042
euthanasia	-0.542	0.432	-0.35
evacuate	-0.292	0.584	-0.372
evacuation	-0.68	0.51	0.164
evade	-0.392	-0.02	-0.316
evaluate	0.326	0.28	0.298
evaluation	0.084	0.334	0.528
evanescence	0.054	0.038	-0.084
evangelical	0.204	-0.222	0.204
evangelist	0.164	-0.072	0.404
evangelistic	0.32	-0.25	0.224
evaporate	-0.286	-0.062	-0.196
evaporation	0.112	-0.308	-0.224
evasion	-0.542	0.02	-0.164
evasive	-0.766	0.192	-0.15
eve	0.224	-0.244	-0.12
evening	-0.084	-0.63	-0.364
evens	0.184	-0.14	-0.086
event	0.49	0.346	0.328
eventful	0.086	0.674	0.02
eventual	0.266	-0.082	-0.174
eventuality	-0.062	0.254	0.054
evergreen	0.458	-0.058	0.092
everlasting	0.48	-0.174	0.618
evermore	0.354	-0.1	-0.194
everyday	0.48	-0.216	-0.056
everyman	0.044	-0.334	0.07
evict	-0.916	0.264	-0.246
eviction	-0.63	0.462	-0.09
evidence	0	0	0.556
evident	0.266	-0.112	0.328
evidentiary	-0.104	0.082	0.434
evil	-0.92	0.654	0.09
evoke	-0.124	-0.318	0
evolution	0.562	0.314	0.708
evolutionary	0.592	0.346	0.65
evolve	0.31	0.384	0.792
ewe	-0.142	-0.568	-0.446
ex	-0.5	0.04	-0.388
exacerbate	-0.354	0.552	0.16
exacerbation	-0.312	0.62	-0.04
exact	0.438	-0.292	0.37
exacting	-0.104	0.346	0.534
exaggerate	-0.614	0.52	0.058
exaggerated	-0.552	0.77	0.464
exaggeration	-0.376	0.55	0.164
exalt	0.312	0.5	0.49
exaltation	0.188	0.784	0.346
exalted	0.352	0.69	0.392
exam	-0.042	0.326	0.154
examination	-0.244	0.314	0.358
examine	0.23	0.246	0.572
examiner	-0.188	0.15	0.624
example	0.084	-0.326	0.02
exasperated	-0.542	0.632	-0.246
exasperation	-0.572	0.666	-0.034
excavate	0.166	0.226	0.27
excavation	0.08	0.288	0.054
excavator	-0.146	0.346	0.298
exceed	0	0.654	0.172
exceeding	0	0.604	0.336
excel	0.122	-0.274	-0.068
excellence	0.916	0.24	0.814
excellent	0.94	0.174	0.74
excelsior	0.4	0.25	0.222
excepting	-0.184	-0.174	0.052
exception	-0.062	0.2	0.088
exceptional	0.612	0.48	0.866
excerpt	-0.126	-0.266	0.086
excess	-0.23	0.778	0.424
excessive	-0.166	0.462	0.202
excessively	-0.102	0.764	0.432
exchange	0.48	0.138	-0.018
excise	-0.104	0.122	0.154
excision	-0.48	-0.04	0.038
excitability	0.812	0.82	0.448
excitable	0.606	0.878	0.258
excitation	0.584	0.916	0.5
excite	0.646	0.9	0.336
excited	0.816	0.862	0.418
excitement	0.792	0.368	0.462
exciting	0.9	0.584	0.578
exclaim	0.27	0.422	0.278
exclamation	0.224	0.49	0.196
exclude	-0.416	0	0.06
excluded	-0.878	0.08	-0.732
excluding	-0.458	0.1	-0.352
exclusion	-0.52	0.06	-0.222
exclusive	0.584	0.26	0.306
excrement	-0.918	0.116	-0.558
excretion	-0.43	0.3	-0.086
excruciating	-0.834	0.674	-0.31
excursion	0.25	0.428	0.254
excuse	-0.52	0.392	-0.364
exec	0.28	-0.296	0.538
execute	-0.346	0.416	0.538
execution	-0.68	0.622	0.426
executioner	-0.53	0.632	0.352
executive	0.408	-0.102	0.788
executor	-0.27	0.51	0.518
exegesis	-0.084	-0.056	-0.018
exemplar	0.688	0.074	0.25
exemplary	0.666	-0.314	0.458
exemplify	0.47	0.012	0.566
exempt	0.176	-0.09	0.328
exemption	0.062	0.156	0.254
exercise	0.5	0.578	0.25
exert	0.388	0.47	0.612
exertion	0.326	0.51	0.434
exhale	0.084	-0.02	-0.178
exhaust	0.092	0.42	-0.326
exhausted	-0.754	-0.154	-0.596
exhaustion	-0.268	0.266	-0.462
exhaustive	-0.224	0.27	0.208
exhibit	0.376	0.266	0.416
exhibition	0.396	0.18	0.062
exhilarated	0.78	0.926	0.518
exhilarating	0.834	0.646	0.62
exhilaration	0.584	0.736	0.566
exhort	-0.244	0.32	0.49
exhortation	0.062	0.248	0.16
exhumation	-0.646	0.172	-0.054
exhume	-0.632	0.254	-0.096
exigent	-0.23	0.222	0.584
exile	-0.632	0.26	-0.034
exist	0.714	-0.158	0.576
existence	0.52	0.026	0.542
existent	0.27	-0.02	0.27
existential	0.166	0.02	0.276
existing	0.604	-0.312	0.5
exit	-0.26	-0.294	-0.202
exodus	-0.428	0.326	0.134
exonerate	0.184	0	0.076
exorbitant	-0.204	0.73	0.65
exorcism	-0.674	0.96	0.114
exorcist	-0.562	0.812	0.432
exotic	0.68	0.422	0.454
expand	0.584	0.118	0.372
expanded	0.52	-0.188	0.378
expanse	0.188	0.058	0.378
expansion	0.552	0.236	0.574
expansive	0.416	0.3	0.556
expatriate	-0.47	0.528	-0.218
expect	-0.062	-0.346	-0.246
expectance	0.104	0.448	0.32
expectancy	0.162	0.244	0.116
expectant	0.416	0.3	-0.052
expectation	0.542	0.38	0.414
expected	0.458	-0.176	0.09
expecting	0.122	-0.1	-0.396
expediency	0.208	-0.114	0.406
expedient	0.77	-0.078	-0.092
expedite	0.142	0.716	0.596
expedition	0.47	0.604	0.24
expeditious	0.204	0.29	0.546
expel	-0.438	0.45	-0.096
expendable	-0.042	-0.02	-0.154
expenditure	-0.5	0.216	0.206
expense	-0.366	-0.098	-0.246
expenses	-0.52	0.266	-0.208
expensive	-0.354	0.08	0.06
experience	0.654	0.236	0.81
experienced	0.542	0.226	0.828
experiences	0.586	0.294	0.59
experiment	-0.042	0.44	0.35
experimental	-0.166	0.528	-0.208
experimentation	0.274	0.538	0.534
experimenter	0.416	0.42	0.4
expert	0.552	0.292	0.822
expertise	0.584	0.178	0.85
expiration	-0.47	0.078	-0.074
expire	0.146	0.49	0.404
expired	-0.604	-0.212	-0.6
expiry	-0.612	-0.132	-0.236
explain	0.438	0.034	0.472
explanation	0.23	0.22	0.65
explanatory	0.146	-0.134	0.376
expletive	-0.286	0.134	0.072
explication	0.02	-0.11	0.204
explicit	0.124	0.388	0.468
explode	-0.446	0.77	0.546
exploit	-0.376	0.756	0.32
exploitation	-0.688	0.84	0.436
exploration	0.188	0.3	0.546
exploratory	0.306	0.38	0.396
explore	0.552	0.32	0.454
explorer	0.458	0.326	0.428
explosion	-0.666	0.92	0.534
explosions	-0.754	0.72	0.188
explosive	-0.688	0.886	0.326
expo	0.22	0.124	0
exponent	0.058	0.02	0.69
exponential	0.408	0.176	0.526
export	0.134	0.322	0.51
exportation	0.52	0.266	0.346
expose	-0.312	0.286	0.074
exposed	-0.058	0.322	0.018
exposition	0.042	0.254	0.31
expository	0.412	0.306	0.272
exposure	0.14	0.66	0.26
expound	-0.124	0.15	0.48
express	0.52	0.246	0.382
expression	0.58	0.3	0.442
expressive	0.51	0.448	0.37
expressway	0.266	0.27	0.174
expropriation	-0.624	0.47	0.576
expulsion	-0.62	0.58	0.058
exquisite	0.784	0.288	0.208
exquisitely	0.698	0.456	0.446
extant	0.292	-0.22	0.046
extend	0.292	0.14	0.378
extendable	0.32	0.184	0.444
extended	0.14	-0.392	0.298
extension	-0.02	0.02	0.058
extensive	0.27	0.04	0.52
extent	0.292	-0.098	0.204
exterior	0.084	-0.2	0.254
exterminate	-0.646	0.714	0.472
extermination	-0.62	0.72	0.232
exterminator	-0.312	0.608	0.774
external	-0.042	-0.318	0.018
externally	0.286	0.042	0.136
extinct	-0.776	-0.018	-0.176
extinction	-0.792	0.5	0.222
extinguish	-0.52	0.152	-0.036
extinguisher	0.414	-0.242	0.086
extol	0.164	0.334	-0.088
extort	-0.896	0.654	0.14
extortion	-0.776	0.736	0.26
extra	0.312	0.102	0.49
extract	0.13	-0.196	0.038
extracting	0.042	0.418	0.378
extraction	-0.164	0.48	0.052
extractor	-0.396	0.072	0.038
extracurricular	-0.086	-0.058	0.486
extradition	-0.542	0.254	0.108
extrajudicial	-0.27	0.372	0.334
extramural	-0.328	0.118	0.074
extraneous	-0.448	0.25	-0.044
extraordinaire	0.694	0.728	0.796
extraordinary	0.938	0.456	0.72
extraterrestrial	0.02	0.666	0.584
extravagance	0.062	0.604	0.4
extravagant	0.44	0.526	0.624
extravaganza	0.292	0.572	0.812
extreme	-0.364	0.6	0.442
extreme anticipation	0.102	0.48	0.408
extreme disgust	-0.896	0.746	-0.088
extreme surprise	0.666	0.87	0.352
extreme trust	0.652	0.426	0.844
extremely	0.27	0.654	0.772
extremely negative	-0.94	0.572	-0.378
extremely positive	0.986	0.46	0.678
extremity	-0.184	0.176	0.166
extricate	0.084	0.02	0.086
extrinsic	0.02	-0.042	0.272
extrusion	-0.542	0.32	0.09
exuberance	0.396	0.632	0.574
exude	-0.25	0.038	-0.178
eye	0.062	-0.47	-0.15
eyeball	0.052	-0.156	-0.16
eyebrow	0.02	-0.604	-0.556
eyeful	0.604	0	0.352
eyeglass	0.062	-0.528	-0.428
eyeglasses	0.122	-0.462	-0.388
eyelash	-0.04	-0.5	-0.444
eyelet	0.264	-0.404	-0.308
eyeliner	0.376	-0.302	-0.306
eyepiece	-0.164	-0.306	-0.04
eyes	0.52	-0.442	-0.136
eyesight	0.5	-0.548	-0.314
eyewitness	0.082	0.372	0.396
fab	-0.02	-0.24	-0.188
fable	0.326	-0.226	-0.222
fabled	0.25	0.076	0.09
fabric	0.27	-0.62	-0.31
fabricate	0.272	-0.018	0.558
fabricated	-0.164	-0.146	0.11
fabrication	0.146	0.174	0.41
fabulous	0.958	0.32	0.594
facade	0.04	-0.334	0.036
face	0.142	-0.654	-0.094
faceless	-0.54	-0.188	-0.654
facet	0.334	-0.352	-0.236
facial	0.188	-0.142	-0.134
facile	0.48	-0.472	-0.386
facilitate	0.624	-0.334	0.018
facility	0.25	0	0.308
facing	0.208	-0.188	0.1
facsimile	-0.02	0	0.086
fact	0.366	-0.334	0.236
faction	-0.062	-0.14	-0.104
factor	0.27	-0.27	0.356
factory	0	0	0.366
facts	0.376	-0.058	0.386
factual	0.312	-0.12	0.09
faculties	0.286	-0.138	0.52
faculty	0.23	-0.176	0.464
fad	0.326	0.04	0.14
fade	-0.292	-0.334	-0.51
faded	-0.396	-0.45	-0.612
faeces	-0.632	-0.048	-0.65
fag	-0.756	0.306	-0.338
faggot	-0.562	0.286	-0.416
fail	-0.646	0.156	-0.692
failing	-0.75	-0.02	-0.464
failure	-0.666	0.15	-0.722
fain	-0.042	-0.166	-0.148
faint	-0.874	-0.142	-0.666
fainting	-0.334	0.02	-0.572
fair	0.624	0.114	0.286
fairly	0.58	-0.188	0.5
fairness	0.48	-0.366	0.104
fairway	0.082	0.02	0
fairy	0.552	-0.184	-0.174
faith	0.666	-0.56	0.526
faithful	0.776	-0.334	0.254
faithfulness	0.666	-0.148	0.204
faithless	-0.796	0.366	-0.392
fake	-0.854	0.108	-0.464
faker	-0.51	0.26	-0.04
falafel	0.12	-0.196	-0.298
falcon	0.114	0.16	0.356
fall	-0.646	0.314	-0.558
fallacious	-0.458	0.174	-0.22
fallacy	-0.776	0.122	-0.14
fallback	-0.084	-0.284	0.016
fallible	-0.27	0.074	-0.196
falling	-0.596	0.432	-0.388
fallopian	-0.406	-0.22	-0.072
fallout	-0.144	-0.288	-0.254
fallow	-0.25	-0.264	-0.072
false	-0.76	-0.192	-0.52
falsehood	-0.938	0.25	-0.232
falsely	-0.834	-0.04	-0.47
falsification	-0.654	0.44	-0.02
falsified	-0.916	0.26	-0.388
falsify	-0.77	0.314	-0.182
falsity	-0.76	0.378	-0.628
falter	-0.158	0.3	-0.308
fame	0.792	0.51	0.704
famed	0.756	0.5	0.638
familiar	0.812	-0.34	0.23
familiarity	0.708	-0.308	0.232
familiarize	0.52	-0.27	0.308
family	0.936	-0.234	0.286
familytime	0.878	-0.16	0.358
famine	-0.674	0.358	-0.38
famished	-0.646	0.308	-0.436
famous	0.832	0.55	0.764
famously	0.712	0.53	0.574
fan	0.562	-0.142	-0.286
fanatic	0.146	0.56	0.258
fanatical	0.11	0.66	0.428
fanaticism	-0.416	0.792	0.132
fanciful	0.354	0.184	-0.316
fancy	0.708	0.346	0.068
fandango	-0.02	0.182	-0.142
fanfare	0.312	0.28	-0.126
fang	-0.65	-0.018	-0.09
fangs	-0.428	0.196	-0.132
fanning	0.23	-0.34	-0.528
fantasia	0.796	0.388	-0.128
fantasize	0.542	0.32	-0.288
fantastic	0.938	0.392	0.662
fantasy	0.76	0.254	-0.052
faraway	-0.27	-0.288	-0.43
farce	-0.47	0.334	-0.508
farcical	-0.188	-0.038	-0.482
fare	-0.02	-0.15	0.29
farewell	-0.74	0	0.182
farm	0.562	-0.346	-0.406
farmer	0.354	-0.136	-0.072
farmhouse	0.38	-0.34	-0.112
farming	0.16	-0.172	0.136
farmland	0.458	-0.274	0.018
faro	0.088	-0.302	-0.286
fart	-0.612	-0.122	-0.472
farther	-0.164	0	-0.14
fascia	-0.04	-0.268	-0.288
fascinate	0.708	0.366	0.604
fascinated	0.624	0.428	0.576
fascinating	0.958	0.634	0.568
fascination	0.77	0.546	0.67
fascism	-0.792	0.48	0.39
fascist	-0.6	0.51	0.054
fashion	0.654	0.232	0.178
fashionable	0.5	0.02	0.21
fastball	0.376	0.358	0.15
fasten	-0.084	0.17	0.058
fastener	0.154	-0.246	-0.018
fastening	0.188	-0.054	0.108
fasting	-0.224	-0.26	-0.212
fat	-0.604	-0.294	-0.526
fatal	-0.878	0.55	0.018
fatalism	-0.584	0.388	0.262
fatality	-0.876	0.596	0.19
fate	0.142	-0.042	0.424
fated	0.164	-0.056	0.384
fateful	-0.42	0.166	-0.196
fathead	-0.408	0.054	-0.074
father	0.624	-0.334	0.648
fatherhood	0.77	0.038	0.364
fatherland	0.458	-0.062	0.556
fatherly	0.73	-0.274	0.424
fathom	0.04	-0.18	0.046
fatigue	-0.654	-0.244	-0.47
fatigued	-0.708	-0.134	-0.51
fatso	-0.428	-0.212	-0.328
fatten	-0.25	0.098	-0.274
fatty	-0.428	-0.278	-0.35
faucet	-0.146	-0.444	-0.288
fault	-0.624	0.116	-0.632
faultless	0.584	0	0.482
faulty	-0.632	0.04	-0.244
faun	-0.02	-0.394	-0.248
fauna	0.292	-0.308	-0.192
faux	-0.418	-0.02	-0.592
favor	0.624	-0.384	0.038
favorable	0.904	-0.24	0.576
favorite	0.77	0.18	0.382
favoriteholiday	0.734	0.236	0.164
favoritism	0.164	0.118	0.316
fawn	0.252	-0.28	-0.432
fax	-0.188	-0.264	-0.392
faze	-0.166	0.03	-0.236
fear	-0.854	0.68	-0.414
feared	-0.52	0.466	0.018
fearful	-0.834	-0.036	-0.444
fearfully	-0.776	0.134	-0.458
fearing	-0.75	0.132	-0.488
fearless	0.62	0.612	0.52
fears	-0.878	0.642	-0.388
fearsome	-0.77	0.8	0.172
feasibility	0.306	-0.02	0.482
feasible	0.388	-0.224	0.222
feast	0.958	0.448	0.36
feat	0.5	0.412	0.698
feather	0.354	-0.584	-0.712
feathered	-0.124	-0.424	-0.572
feature	0.334	-0.372	0.358
features	0.334	-0.134	0.018
febrile	-0.142	0.156	-0.172
fecal	-0.49	0.056	-0.574
feces	-0.52	-0.186	-0.386
fecundity	0.376	0.182	0.366
fed	0.204	-0.26	-0.036
federal	0.06	-0.082	0.718
federation	0.266	-0.292	0.526
fedup	-0.346	0	-0.296
fee	-0.292	-0.228	0.112
